source_id,target_id,source_kind,target_kind,relation,weight,evidence
D3041,T85,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \mathcal, conservation, d\mathcal, equation, evolution"
D3042,T85,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \mathcal, conservation, d\mathcal, equation, hamiltonian"
D3117,T85,Definition,Theorem,semantic_overlap,2,"tokens: \frac, \mathcal, classical, conserved, equation, hamiltonian, helicity, magnetic"
PROP3,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP4,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP5,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP7,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, magnetic"
PROP8,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, magnetic"
PROP9,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, rotating, total"
PROP10,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, rotating"
PROP11,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, magnetic"
PROP12,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \mathcal, equation, evolution, helicity, magnetic"
PROP13,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, quantum"
PROP14,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, d\mathcal, equation, evolution, hamiltonian, ideal"
PROP15,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, magnetic"
PROP16,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, magnetic"
PROP17,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, equation, hamiltonian"
PROP18,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, equation"
PROP19,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, equation, hamiltonian, helicity"
PROP20,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, equation"
PROP21,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \mathcal, equation, evolution, helicity, magnetic"
PROP22,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \mathcal, equation, quantum"
PROP23,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \mathcal, classical, equation, evolution, quantum, rotating, total"
PROP24,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \mathcal, classical, equation, evolution, quantum, rotating"
PROP25,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, quantum"
PROP26,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, quantum"
PROP27,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP28,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, hamiltonian, quantum"
PROP29,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP30,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP42,T85,Proposition,Theorem,result_to_result_overlap,1,"tokens: conserved, helicity, ideal, mhd"
D1022,T86,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, classical, conserved, equation, helicity, magnetic"
D1023,T86,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, classical, conserved, equation, helicity, magnetic"
D3041,T86,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \mathcal, conservation, d\mathcal, equation, evolution"
D3042,T86,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \mathcal, conservation, d\mathcal, equation, hamiltonian"
D3117,T86,Definition,Theorem,semantic_overlap,2,"tokens: \frac, \mathcal, classical, conserved, equation, hamiltonian, helicity, magnetic"
PROP3,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP4,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP5,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP7,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, magnetic"
PROP8,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, magnetic"
PROP9,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, rotating, total"
PROP10,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, rotating"
PROP11,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, magnetic"
PROP12,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \mathcal, equation, evolution, helicity, magnetic"
PROP13,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, quantum"
PROP14,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, d\mathcal, equation, evolution, hamiltonian, ideal"
PROP15,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, magnetic"
PROP16,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, magnetic"
PROP17,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, equation, hamiltonian"
PROP18,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, equation"
PROP19,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, equation, hamiltonian, helicity"
PROP20,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, equation"
PROP21,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \mathcal, equation, evolution, helicity, magnetic"
PROP22,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \mathcal, equation, quantum"
PROP23,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \mathcal, classical, equation, evolution, quantum, rotating, total"
PROP24,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \mathcal, classical, equation, evolution, quantum, rotating"
PROP25,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, quantum"
PROP26,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, quantum"
PROP27,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP28,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, hamiltonian, quantum"
PROP29,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP30,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP42,T86,Proposition,Theorem,result_to_result_overlap,1,"tokens: conserved, helicity, ideal, mhd"
D3068,T87,Definition,Theorem,semantic_overlap,2,"tokens: 2\sqrt, \begin, \cos, \end, \leq, action, bound, classical"
D3067,T87,Definition,Theorem,semantic_overlap,2,"tokens: 2\sqrt, \begin, \end, \leq, action, bound, classical, equation"
D8925,T87,Definition,Theorem,semantic_overlap,2,"tokens: 2\sqrt, \begin, \cos, \end, \leq, bound, classical, equation"
D8928,T87,Definition,Theorem,semantic_overlap,2,"tokens: 2\sqrt, \begin, \cos, \end, \leq, bound, classical, equation"
D5243,T87,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \theta_1, \theta_2, equation, quantum"
PROP3,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, bound, equation"
PROP4,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \pi, equation"
PROP5,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP7,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP8,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi_, equation"
PROP9,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi_, \pi, equation, helix"
PROP10,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi_, \pi, equation, helix"
PROP11,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \pi, equation"
PROP13,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, quantum"
PROP14,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP15,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP16,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP17,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP18,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP19,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP20,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP23,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \phi_, classical, equation, helix, quantum"
PROP24,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi_, classical, equation, helix, quantum"
PROP25,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi_, \pi, equation, quantum"
PROP26,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi_, \pi, equation, quantum"
PROP27,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, helix"
PROP28,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, quantum"
PROP29,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, helix"
PROP30,T87,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, bound, equation, helix"
D952,T88,Definition,Theorem,semantic_overlap,2,"tokens: 8\pi, \begin, \end, \frac, \mu\nu, energy, equation, stress"
D3572,T88,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \left, \mathcal, \mu\nu, \right, \text"
D3371,T88,Definition,Theorem,semantic_overlap,2,"tokens: 8\pi, \begin, \end, \frac, \infty, \int_, \left, \mathcal"
D5299,T88,Definition,Theorem,semantic_overlap,2,"tokens: \alpha\beta, \end, \infty, \int_, \mathcal, \mu\nu, \mu\nu\alpha\beta, \tau"
LAW53,T88,Law,Theorem,semantic_overlap,2,"tokens: \alpha\beta, \infty, \int_, \mathcal, \mu\nu, \mu\nu\alpha\beta, \tau, \tau_"
L3,T88,Lemma,Theorem,result_to_result_overlap,1,"tokens: \text, equation, relation"
PROP1,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \tau_, equation"
PROP3,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP4,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP5,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \text, equation"
PROP7,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mu\nu, \right, equation"
PROP8,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mu\nu, \right, \text, equation"
PROP9,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, \text, equation, propagator"
PROP10,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \right, \text, equation, propagator, relation"
PROP11,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, relation"
PROP12,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \left, \mathcal, \right, equation, relation"
PROP13,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, \text, equation, relation"
PROP14,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation"
PROP15,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mu\nu, \right, equation"
PROP16,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mu\nu, \right, equation, relation"
PROP17,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mathcal, \text, equation, through"
PROP18,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mathcal, \text, equation, relation"
PROP19,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \infty, \left, \mathcal, \right, \text"
PROP20,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mathcal, \text, equation, through"
PROP21,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \left, \mathcal, \right, equation, relation"
PROP23,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \mathcal, \text, equation, relation, through"
PROP24,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \mathcal, \text, equation, relation, through"
PROP25,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \right, \text, accumulation, equation, relation"
PROP26,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \right, \text, accumulation, equation, relation"
PROP27,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, kernel"
PROP28,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, equation, relation"
PROP29,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, kernel"
PROP30,T88,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, kernel"
D3313,T89,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \mathcal, \text, equation, evolution"
D2556,T89,Definition,Theorem,semantic_overlap,2,"tokens: \mathcal, \text, dynamics, equation, flow"
D4548,T89,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \mathcal, \partial, equation, evolution"
D3579,T89,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \lambda_g, \mathcal, \partial, equation, evolution"
D9247,T89,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \partial, equation, evolution"
PROP3,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, flow"
PROP4,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP5,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \text, equation"
PROP7,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \partial, equation, geometric"
PROP8,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \partial, \text, equation"
PROP9,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, geometric"
PROP10,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, geometric"
PROP11,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP12,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \lambda_g, \mathcal, equation, evolution"
PROP13,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \sigma, \text, equation, induces"
PROP14,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, evolution"
PROP15,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \partial, equation, geometric"
PROP16,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \partial, equation"
PROP17,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, \text, dynamics, equation, gal"
PROP18,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, \text, dynamics, equation, gal"
PROP19,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \lambda_g, \mathcal, \text, equation"
PROP20,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, \text, dynamics, equation, gal"
PROP21,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \lambda_g, \mathcal, equation, evolution"
PROP23,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \mathcal, \text, equation, evolution"
PROP24,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \mathcal, \text, equation, evolution"
PROP25,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, geometric, pattern"
PROP26,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, geometric, pattern"
PROP27,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \sigma, equation"
PROP28,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, geometric"
PROP29,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \sigma, equation"
PROP30,T89,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \sigma, equation"
D3313,T90,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \mathcal, \text, equation, evolution"
D3560,T90,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \int_0, \mathcal, \tau, equation, evolution"
D1208,T90,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \partial, \text, equation, evolution, flow"
D1216,T90,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \partial, \text, equation, evolution, flow"
D3300,T90,Definition,Theorem,semantic_overlap,2,"tokens: 4\pi, \begin, \end, \frac, \partial, \text, equation, functional"
PROP3,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, flow"
PROP4,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP5,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \text, equation"
PROP7,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \partial, equation, geometric"
PROP8,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \partial, \text, equation"
PROP9,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, geometric"
PROP10,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, geometric"
PROP11,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP12,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \lambda_g, \mathcal, equation, evolution"
PROP13,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \sigma, \text, equation, induces"
PROP14,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, evolution"
PROP15,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \partial, equation, geometric"
PROP16,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \partial, equation"
PROP17,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, \text, dynamics, equation, gal"
PROP18,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, \text, dynamics, equation, gal"
PROP19,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \lambda_g, \mathcal, \text, equation"
PROP20,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, \text, dynamics, equation, gal"
PROP21,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \lambda_g, \mathcal, equation, evolution"
PROP23,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \mathcal, \text, equation, evolution"
PROP24,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \mathcal, \text, equation, evolution"
PROP25,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, geometric, pattern"
PROP26,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, geometric, pattern"
PROP27,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \sigma, equation"
PROP28,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation, geometric"
PROP29,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \sigma, equation"
PROP30,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \sigma, equation"
PROP36,T90,Proposition,Theorem,result_to_result_overlap,1,"tokens: functional, induces, metric"
D6832,T91,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, \frac, angular, equation"
D3577,T91,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, \begin, \end, \frac, \left, \omega_, \right, equation"
D3324,T91,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, \begin, \end, \frac, \omega_, \quad, \right, angular"
D4341,T91,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, \begin, \end, \frac, \omega_, \quad, \right, angular"
D3546,T91,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \left, \quad, \right, equation"
PROP1,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \omega_, equation"
PROP3,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, bound, equation"
PROP4,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP5,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \omega_, equation"
PROP7,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \delta_, \end, \frac, \left, \right, equation, nlm"
PROP8,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \omega_, \right, equation, nlm"
PROP9,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \left, \right, angular, equation"
PROP10,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, angular, equation, momentum"
PROP11,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP12,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \left, \right, equation"
PROP13,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, equation"
PROP14,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, equation"
PROP15,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \delta_, \end, \frac, \left, \right, equation, nlm"
PROP16,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \omega_, \right, equation, nlm"
PROP17,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \omega_, equation"
PROP18,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \omega_, angular, equation"
PROP19,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, equation, kaluza, klein"
PROP20,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \omega_, equation"
PROP21,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \left, \right, equation"
PROP24,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP25,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, equation, momentum"
PROP26,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, equation, momentum"
PROP27,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP28,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, equation"
PROP29,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP30,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, bound, equation"
PROP39,T91,Proposition,Theorem,result_to_result_overlap,1,"tokens: angular, equation, momentum"
D5322,T92,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \cdot, \end, \frac, \mathbf, \mathcal, \times, equation"
D3042,T92,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \cdot, \end, \frac, \hat, \mathbf, \mathcal, \text"
D5035,T92,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \mathbf, equation"
D3041,T92,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \cdot, \end, \frac, \hat, \int_, \mathbf, \mathcal"
D3409,T92,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \cdot, \end, \frac, \hat, \mathbf, \mathcal, \times"
PROP3,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP4,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \times, equation"
PROP5,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \text, equation"
PROP7,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \cdot, \end, \frac, \mathbf, \times, equation"
PROP8,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \cdot, \end, \frac, \mathbf, \text, \times, equation"
PROP9,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation"
PROP10,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation"
PROP11,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \times, equation"
PROP12,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \mathcal, equation, helicity"
PROP13,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation"
PROP14,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, equation, hamiltonian"
PROP15,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \cdot, \end, \frac, \mathbf, \times, equation"
PROP16,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \cdot, \end, \frac, \mathbf, \times, equation"
PROP17,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \cdot, \end, \frac, \mathbf, \mathcal, \text, \times"
PROP18,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \cdot, \end, \frac, \mathbf, \mathcal, \text, \times"
PROP19,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \mathcal, \text, equation, hamiltonian, helicity"
PROP20,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \cdot, \end, \frac, \mathbf, \mathcal, \text, \times"
PROP21,T92,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \hat, \mathcal, equation, helicity"
